entity_id,legal_name,dba_name,street,city,state,zip,phone,email,website,cert_no,part145_indicator,certificate_hints,shop_size_class,aircraft_worked_on,airport_proximity_profile,airport_distance_band,nearest_airport_name,nearest_airport_icao,observability_score,observability_score_method,profile_archetype,overall_confidence,identity_ambiguity_flag,provenance_legal_name,provenance_part145,provenance_shop_size_class,provenance_aircraft_worked_on,provenance_airport_proximity_profile,provenance_observability_score,source_refs,selected_source,selected_source_precedence,selected_source_rank,selected_round,cert_validation_status,direct_verification_status,confidence_label,contact_completeness,has_phone,has_email,has_website,manual_review_flag,manual_review_reason,provenance_selected_source,provenance_precedence_rule,outreach_tier
VW0R441Y,TRANS AERO LLC,DBA TRANS AERO LTD DBA TRANS AERO LIMITED,5235 GULFSTREAM COURT,LOVELAND,CO,80538,3077785777,,,VW0R441Y,yes,Cert VW0R441Y; Designator VW0R,unknown,unknown,on-airport,on-airport,Northern Colorado Regional Airport,KFNL,0.30,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
QMKR800X,"TRINE AEROSPACE, LLC",DBA TRINE AEROSPACE & & DEFENSE DBA TRINE AVIATION SERVICES,5765 TAXI WAY HANGAR 1,COLORADO SPRINGS,CO,80916,,,,QMKR800X,yes,Cert QMKR800X; Designator QMKR,medium,unknown,on-airport,on-airport,City of Colorado Springs Municipal Airport,KCOS,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
SCIR012A,TWIN OTTER INTERNATIONAL LTD,DBA TWIN OTTER AIRBORNE AIRBORNE RESEARCH,2780 LANDING VIEW LANE,GRAND JUNCTION,CO,81506,,,,SCIR012A,yes,Cert SCIR012A; Designator SCIR,medium,unknown,on-airport,on-airport,Grand Junction Regional Airport,KGJT,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
W8VR768Y,"UNILODE AVIATION SOLUTIONS US, INC",DBA UNILODE AVIATION SOLUTIONS,27280 E 75TH AVE,DENVER,CO,80249,3033171260,,,W8VR768Y,yes,Cert W8VR768Y; Designator W8VR,medium,unknown,near-airport,near-airport,Denver International Airport,KDEN,0.20,fallback-default-low-no-direct-evidence,general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),derived:fallback-default,FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
WTXR173J,"WEST STAR AVIATION, LLC",DBA WEST STAR AVIATION,796 HERITAGE WAY,GRAND JUNCTION,CO,81506,,,,WTXR173J,yes,Cert WTXR173J; Designator WTXR,large,business_jets;turboprop;airframe;engines;avionics;interior;paint,near-airport,near-airport,Grand Junction Regional Airport,KGJT,0.90,direct:official grand junction page + enterprise scale indicators,full_service_mro,0.99,no,FAA repair station contacts dataset,FAA repair station contacts dataset,direct:west star grand junction page,direct:west star capability description,team-c:OUTPUT.csv(distance_band),direct:web signals + enterprise scale,FAA-AVINFO-DOWNLOAD-2026-03-07; https://www.weststaraviation.com/grand-junction/,team-g,team-g>team-h>team-e,1,round-3,validated_by_team_h,verified_by_team_g,very_high,none,no,no,no,yes,no_contact_channels,team-g:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
W33R587X,WESTERN AERO REPAIR INC,,5995 NORTH WASHINGTON STREET,DENVER,CO,80216,,,,W33R587X,yes,Cert W33R587X; Designator W33R,unknown,unknown,near-airport,near-airport,Denver International Airport,KDEN,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
122R933C,WESTERN PLAINS AVIATION LLC,,3401 EAST 8TH STREET,GREELEY,CO,80631,,,,122R933C,yes,Cert 122R933C; Designator 122R,medium,unknown,near-airport,near-airport,Northern Colorado Regional Airport,KGXY,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
WS9R575J,WESTERN SKYWAYS INC,DBA WESTERN SKYWAYS,21 CREATIVE PLACE N/A,MONTROSE,CO,81401,9702490232,,,WS9R575J,yes,Cert WS9R575J; Designator WS9R,unknown,unknown,on-airport,on-airport,Montrose Regional Airport,KMTJ,0.30,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,partial,yes,no,no,no,,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,B
1B6R708C,WESTERN SKYWAYS TURBINE INC,DBA ROCKY MOUNTAIN TURBINE TURBINE SERVICES,"1681 6450 RD, UNIT 3A N/A",MONTROSE,CO,81401,,,,1B6R708C,yes,Cert 1B6R708C; Designator 1B6R,unknown,engine-components,on-airport,on-airport,Montrose Regional Airport,KMTJ,0.23,team-d:OUTPUT.csv(observability_score),specialty,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
ZW8R398Y,WESTPAC PROPELLER SERVICES INC,,765 AVIATION WAY,COLORADO SPRINGS,CO,80916,,,,ZW8R398Y,yes,Cert ZW8R398Y; Designator ZW8R,medium,unknown,on-airport,on-airport,City of Colorado Springs Municipal Airport,KCOS,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
XDWR042L,WOODWARD HRT INC,,1000 E. DRAKE ROAD,FT. COLLINS,CO,80525,,,,XDWR042L,yes,Cert XDWR042L; Designator XDWR,unknown,unknown,near-airport,near-airport,Northern Colorado Regional Airport,KFNL,0.23,team-d:OUTPUT.csv(observability_score),general-mro,0.75,no,team-a:OUTPUT.csv,team-a:OUTPUT.csv(certificate_hints),derived:name-keyword-heuristic-v1,derived:name-keyword-heuristic-v1,team-c:OUTPUT.csv(distance_band),team-d:OUTPUT.csv(observability_score),FAA-AVINFO-DOWNLOAD-2026-03-07;Repair Station Contacts with Ratings (Download).xlsx / Sheet 1;team-d-observability/OUTPUT.csv,team-h,team-g>team-h>team-e,2,round-3,validated_by_team_h,not_verified_in_round3,medium,none,no,no,no,yes,no_contact_channels,team-h:OUTPUT.csv,team-g direct verification > team-h cert validation > team-e baseline,C
